Sales Channel,Order Quantity,Discount Applied,Unit Cost,Unit Price,DeliveryDays
Distributor,5,0.075,1163.12,1876.0,8
Online,8,0.075,1221.81,2599.6,30
In-Store,8,0.05,611.58,1092.1,7
Distributor,7,0.3,1146.5,2492.4,61
In-Store,2,0.075,2153.11,2760.4,4
In-Store,8,0.05,68.68,167.5,9
Wholesale,2,0.05,2107.82,3832.4,275
Distributor,4,0.05,1167.14,1742.0,7
Distributor,6,0.05,680.99,1031.8,4
In-Store,6,0.05,4724.97,6385.1,9
Distributor,6,0.1,686.08,1072.0,1
Online,6,0.075,861.08,1688.4,3
Wholesale,2,0.075,548.73,1306.5,0
Online,2,0.1,115.78,241.2,8
Online,7,0.1,1743.74,2264.6,0
In-Store,3,0.075,142.91,180.9,3
Online,3,0.05,1656.78,3765.4,3
Online,1,0.3,2814.0,4020.0,9
In-Store,6,0.2,696.47,904.5,243
Distributor,8,0.075,198.59,261.3,10
Distributor,1,0.1,1331.96,1902.8,0
Wholesale,3,0.2,1115.68,2425.4,0
Online,5,0.1,541.7,1105.5,0
Online,1,0.15,1679.76,2753.7,2
Distributor,3,0.075,116.71,174.2,7
Online,5,0.3,2912.62,3832.4,4
Online,8,0.075,428.8,1072.0,36
Distributor,2,0.05,182.24,227.8,7
Online,2,0.05,794.35,1018.4,0
Online,6,0.075,665.18,911.2,1
In-Store,7,0.075,3623.36,5661.5,304
In-Store,3,0.075,617.47,857.6,0
Wholesale,6,0.075,2414.68,3551.0,6
In-Store,2,0.1,367.16,917.9,8
In-Store,2,0.4,1662.34,3865.9,3
In-Store,2,0.3,2418.43,5038.4,0
Wholesale,5,0.3,1736.64,3859.2,120
Wholesale,1,0.3,806.35,971.5,1
Online,1,0.15,550.47,1058.6,3
In-Store,6,0.075,4289.41,5875.9,4
Online,4,0.05,123.95,247.9,2
In-Store,6,0.2,3698.94,5520.8,4
Wholesale,8,0.15,3806.27,5855.8,9
In-Store,5,0.05,3103.44,5172.4,7
In-Store,3,0.05,1247.21,1708.5,10
Online,7,0.075,1196.35,1869.3,212
In-Store,5,0.1,190.95,254.6,123
Online,1,0.15,1594.6,3986.5,4
Online,6,0.1,1582.88,2512.5,7
In-Store,7,0.4,182.91,234.5,0
In-Store,3,0.15,544.98,1112.2,6
Online,8,0.05,151.96,180.9,0
Online,8,0.1,863.43,1762.1,0
Online,6,0.05,2237.93,3926.2,5
Online,8,0.075,4030.85,5447.1,92
In-Store,5,0.05,680.72,850.9,8
Distributor,6,0.05,1080.58,2572.8,4
Online,8,0.15,606.22,1045.2,0
Online,2,0.05,1405.39,2465.6,0
Online,5,0.075,500.69,1065.3,7
In-Store,1,0.075,1413.23,1788.9,6
In-Store,8,0.05,2660.91,5661.5,0
In-Store,1,0.4,2344.8,2968.1,0
Wholesale,2,0.2,2027.29,2472.3,0
Online,7,0.4,1348.71,2211.0,5
Wholesale,2,0.05,972.84,2432.1,7
Distributor,2,0.15,2657.49,3966.4,1
Online,7,0.05,1601.5,3906.1,10
Distributor,1,0.05,1932.95,3865.9,5
Online,5,0.1,1294.44,1849.2,8
Online,5,0.15,430.54,1025.1,5
In-Store,3,0.05,697.07,1025.1,30
Online,3,0.05,3119.52,3899.4,5
In-Store,3,0.075,767.89,1051.9,7
In-Store,5,0.05,2562.75,3015.0,3
Distributor,6,0.1,1248.34,1835.8,2
In-Store,2,0.05,1558.15,2291.4,0
In-Store,6,0.05,1798.62,3048.5,0
Distributor,3,0.05,653.38,1232.8,6
In-Store,3,0.05,1789.84,2418.7,8
In-Store,6,0.05,3228.06,5380.1,0
Online,3,0.2,2743.65,3919.5,0
Online,2,0.075,920.98,1165.8,0
In-Store,4,0.075,110.55,167.5,4
Wholesale,5,0.05,755.09,1078.7,10
Online,3,0.05,3197.64,6525.8,0
Distributor,6,0.075,3091.11,3912.8,7
Online,8,0.075,2063.13,2485.7,0
In-Store,3,0.1,1705.82,2244.5,0
Distributor,3,0.075,90.45,167.5,61
Online,8,0.075,379.89,844.2,8
Wholesale,1,0.2,749.66,1118.9,1
Distributor,7,0.075,1186.57,1695.1,0
Online,8,0.15,1371.69,2324.9,3
Distributor,5,0.05,730.7,891.1,3
Online,7,0.1,491.45,1092.1,2
Online,8,0.05,744.3,1078.7,153
Wholesale,6,0.2,1868.5,3892.7,4
Wholesale,1,0.15,778.07,984.9,0
Wholesale,3,0.075,3263.24,3839.1,0
In-Store,7,0.3,575.26,1085.4,0
In-Store,3,0.1,164.02,227.8,10
Online,2,0.05,437.91,1018.4,0
In-Store,6,0.1,1027.11,2445.5,91
Distributor,2,0.4,88.17,187.6,0
Online,3,0.05,333.79,710.2,2
Distributor,5,0.15,1318.83,1782.2,1
Online,7,0.1,418.62,951.4,0
In-Store,2,0.075,4558.68,5628.0,0
Wholesale,7,0.1,647.22,1078.7,7
In-Store,4,0.1,2904.45,3872.6,39
Online,6,0.2,679.38,871.0,3
Wholesale,8,0.05,736.0,1132.3,7
In-Store,1,0.1,929.42,1936.3,3
Distributor,4,0.05,3605.81,5078.6,4
In-Store,4,0.4,1604.25,1956.4,2
Distributor,1,0.075,117.12,254.6,0
Online,4,0.05,599.99,1333.3,7
Online,3,0.1,1020.28,1259.6,5
Wholesale,8,0.2,1427.03,2418.7,0
Online,7,0.3,1753.79,2740.3,245
In-Store,3,0.05,1576.51,2425.4,4
Wholesale,8,0.05,801.32,1742.0,5
In-Store,5,0.1,675.36,1125.6,69
In-Store,6,0.1,1483.38,2472.3,0
Online,7,0.1,1096.05,2673.3,31
Online,6,0.3,403.07,857.6,61
Online,5,0.05,1019.14,2485.7,273
Wholesale,7,0.05,1990.17,2519.2,0
In-Store,4,0.2,618.41,951.4,8
Wholesale,5,0.075,2528.65,3463.9,99
In-Store,6,0.075,500.69,944.7,8
Online,2,0.075,2039.61,3289.7,8
In-Store,5,0.05,1802.97,2613.0,212
In-Store,4,0.075,2954.97,3993.2,0
Online,3,0.05,2540.91,3343.3,92
In-Store,8,0.075,758.57,1025.1,1
Distributor,3,0.075,211.32,254.6,0
Wholesale,8,0.075,798.24,1078.7,9
In-Store,8,0.1,421.97,897.8,1
Distributor,3,0.05,1956.4,2680.0,0
In-Store,4,0.15,2237.13,5326.5,2
In-Store,4,0.05,147.94,214.4,6
Wholesale,3,0.05,461.5,1098.8,0
Wholesale,2,0.05,1228.31,1949.7,3
Online,7,0.2,640.39,1085.4,0
Online,8,0.15,1176.12,1755.4,1
In-Store,7,0.05,1022.69,1929.6,0
Wholesale,6,0.1,153.5,194.3,31
Online,2,0.15,180.77,254.6,0
In-Store,4,0.15,948.12,1788.9,3
In-Store,6,0.1,1124.6,2499.1,153
Online,7,0.05,2588.68,3195.9,123
Wholesale,5,0.075,1843.04,4006.6,0
In-Store,5,0.15,104.92,194.3,3
In-Store,1,0.3,407.36,1018.4,5
Online,1,0.15,97.55,174.2,0
In-Store,5,0.05,731.64,1125.6,4
Wholesale,1,0.2,2426.07,2854.2,92
In-Store,1,0.075,2131.61,3383.5,2
In-Store,1,0.15,2215.62,3035.1,7
Online,8,0.4,1891.01,3939.6,212
In-Store,8,0.4,2770.72,6023.3,5
Online,8,0.05,101.04,194.3,3
In-Store,4,0.05,4709.77,5540.9,2
Distributor,4,0.05,2769.38,3336.6,1
In-Store,1,0.075,1065.3,1775.5,1
Online,4,0.1,501.16,737.0,122
Online,1,0.3,123.01,227.8,31
In-Store,7,0.1,2393.78,5440.4,59
Online,7,0.05,756.9,958.1,6
In-Store,1,0.15,354.56,844.2,5
Online,1,0.05,1182.28,2318.2,303
Wholesale,5,0.1,1949.3,2499.1,1
In-Store,8,0.05,2045.11,3932.9,0
In-Store,7,0.15,1720.29,3510.8,2
In-Store,4,0.075,163.21,194.3,4
Distributor,2,0.15,2328.32,3946.3,1
Wholesale,6,0.05,693.72,1118.9,91
In-Store,3,0.2,1401.37,1688.4,153
Online,8,0.2,1856.03,2291.4,10
In-Store,6,0.05,1123.05,1936.3,0
Online,5,0.1,1106.84,1876.0,3
In-Store,7,0.075,2780.23,3658.2,92
Distributor,4,0.4,117.59,180.9,0
Online,6,0.1,467.33,1038.5,2
Distributor,5,0.15,152.63,227.8,0
In-Store,4,0.15,826.91,1252.9,3
Distributor,1,0.075,797.57,1246.2,5
In-Store,5,0.2,1408.21,2271.3,89
Distributor,2,0.2,1308.64,1721.9,7
In-Store,4,0.1,2623.45,5045.1,31
Wholesale,6,0.05,3148.06,3839.1,275
Online,7,0.05,455.2,1058.6,181
In-Store,2,0.1,3354.36,3946.3,0
In-Store,7,0.075,395.57,824.1,0
Online,6,0.05,645.81,797.3,61
In-Store,3,0.1,827.32,1688.4,0
In-Store,3,0.05,1175.45,1728.6,3
Wholesale,5,0.075,512.22,931.3,2
Distributor,6,0.05,1520.36,2492.4,2
In-Store,5,0.075,1303.82,1862.6,0
In-Store,2,0.05,821.35,2003.3,8
Distributor,8,0.05,1695.1,3852.5,0
In-Store,6,0.15,136.68,201.0,5
Distributor,4,0.2,915.35,1695.1,0
Online,5,0.075,2835.98,6445.4,181
Distributor,5,0.075,445.01,1085.4,10
In-Store,3,0.15,716.36,1085.4,0
In-Store,8,0.05,3041.8,6083.6,8
Wholesale,8,0.05,345.12,676.7,2
In-Store,1,0.075,964.8,2010.0,0
Wholesale,8,0.15,1603.44,2586.2,0
Online,1,0.1,655.19,850.9,0
Wholesale,2,0.3,1442.85,1976.5,5
Online,5,0.05,601.39,1179.2,5
Online,2,0.2,95.54,207.7,0
Online,5,0.05,1224.09,1943.0,212
In-Store,1,0.05,3108.8,3886.0,3
Distributor,5,0.075,512.95,884.4,8
In-Store,8,0.2,1195.82,2599.6,9
In-Store,8,0.4,966.21,1695.1,122
Online,5,0.1,934.25,1112.2,1
In-Store,3,0.15,2267.28,5038.4,0
Online,2,0.05,874.35,1943.0,9
In-Store,8,0.05,861.08,1688.4,303
Online,3,0.15,529.03,1125.6,0
Distributor,3,0.1,575.26,1065.3,61
In-Store,4,0.05,569.23,964.8,3
Online,1,0.3,873.55,1065.3,38
Online,8,0.075,769.16,1098.8,0
Distributor,8,0.075,1297.66,1802.3,0
Distributor,3,0.075,206.23,254.6,10
In-Store,2,0.1,1397.62,1996.6,9
Distributor,1,0.1,476.37,1058.6,31
Wholesale,4,0.1,4120.77,6438.7,8
Wholesale,3,0.1,3354.36,3946.3,1
Online,2,0.15,444.88,1112.2,0
Online,6,0.05,722.8,1165.8,0
Online,7,0.1,656.6,1172.5,0
In-Store,5,0.1,1685.72,1983.2,91
In-Store,5,0.4,4091.09,5313.1,0
Distributor,4,0.075,2989.27,3832.4,3
Online,8,0.05,1348.31,2592.9,39
Distributor,1,0.2,2176.56,2941.3,153
In-Store,4,0.3,2444.03,4006.6,91
Online,8,0.075,664.37,991.6,4
Online,3,0.075,428.8,857.6,0
Online,8,0.1,1009.69,1835.8,1
Online,5,0.075,1073.07,1916.2,4
In-Store,1,0.075,456.0,1112.2,0
Online,3,0.05,2999.19,3946.3,0
Distributor,2,0.15,1271.33,2311.5,0
In-Store,6,0.4,4803.9,6405.2,3
In-Store,6,0.05,1557.08,1876.0,0
In-Store,7,0.075,3154.63,3993.2,59
Distributor,6,0.05,761.86,917.9,2
In-Store,7,0.05,2729.31,3591.2,0
Online,4,0.1,1694.83,2492.4,153
Online,4,0.05,850.83,1025.1,120
In-Store,8,0.075,1635.34,2271.3,120
Online,8,0.1,118.46,174.2,5
In-Store,4,0.1,630.34,750.4,3
In-Store,2,0.05,1209.22,1889.4,4
Online,8,0.075,3111.21,5983.1,242
Wholesale,4,0.075,108.54,241.2,153
In-Store,5,0.05,1080.38,2512.5,90
Wholesale,6,0.15,699.28,984.9,40
In-Store,4,0.05,1822.4,2847.5,0
In-Store,1,0.15,603.0,1005.0,9
Distributor,7,0.1,1894.02,2338.3,0
In-Store,2,0.05,5121.68,6170.7,92
In-Store,1,0.1,1972.48,2465.6,61
Distributor,7,0.05,1240.3,2385.2,1
Distributor,4,0.05,470.34,1045.2,0
In-Store,6,0.05,1616.64,2566.1,3
In-Store,4,0.1,1970.74,2559.4,6
Online,2,0.05,2657.09,3363.4,0
Online,2,0.05,647.22,1078.7,1
Online,6,0.1,3913.47,5929.5,8
Online,4,0.075,1451.22,1909.5,153
Online,4,0.3,780.15,1098.8,1
Wholesale,5,0.075,353.76,884.4,1
In-Store,5,0.15,420.76,1051.9,0
In-Store,8,0.15,449.44,864.3,0
Online,2,0.05,1231.26,2619.7,214
In-Store,3,0.15,2816.95,6123.8,0
In-Store,6,0.05,123.95,247.9,0
Wholesale,6,0.4,827.32,1969.8,3
In-Store,1,0.3,2816.14,3966.4,3
Wholesale,3,0.075,1211.43,2472.3,2
Online,7,0.1,1943.54,3470.6,5
Wholesale,3,0.05,4920.48,6150.6,0
In-Store,2,0.05,1804.91,2284.7,3
Online,2,0.2,2930.65,3530.9,150
In-Store,6,0.075,128.24,194.3,4
In-Store,2,0.1,368.5,737.0,0
In-Store,8,0.075,734.66,1708.5,2
In-Store,5,0.2,2031.71,2673.3,0
In-Store,3,0.075,1710.91,2251.2,184
In-Store,2,0.15,1449.48,2499.1,0
In-Store,1,0.05,485.62,1011.7,0
Online,6,0.4,1398.96,1943.0,1
In-Store,7,0.2,3475.29,5346.6,7
Distributor,5,0.05,938.87,1159.1,0
Online,3,0.075,1248.34,1835.8,2
Distributor,8,0.05,1047.88,2619.7,9
Online,3,0.05,406.22,864.3,8
Wholesale,5,0.15,160.8,201.0,6
In-Store,2,0.05,627.12,964.8,5
Wholesale,5,0.1,150.08,214.4,31
Distributor,7,0.1,460.96,1152.4,4
Wholesale,5,0.05,1820.12,3872.6,0
Online,8,0.15,707.52,1105.5,92
In-Store,7,0.05,2811.39,3959.7,0
Online,4,0.1,954.42,1735.3,0
Online,5,0.05,1540.67,3423.7,30
In-Store,3,0.05,1701.0,3865.9,4
In-Store,6,0.15,868.05,1058.6,0
Distributor,2,0.1,925.74,2257.9,5
Distributor,1,0.1,2632.1,5849.1,0
In-Store,4,0.05,1964.17,2338.3,1
In-Store,3,0.1,809.83,1025.1,6
Online,6,0.1,1764.38,2291.4,2
In-Store,1,0.1,476.37,1058.6,0
Wholesale,7,0.2,523.94,1139.0,2
Distributor,7,0.15,455.6,1139.0,6
Online,7,0.1,2319.0,3410.3,153
In-Store,7,0.1,640.39,1085.4,0
Distributor,3,0.2,1550.38,2385.2,2
Online,2,0.05,109.34,227.8,4
Distributor,4,0.05,324.35,690.1,9
Online,8,0.075,4640.69,6271.2,31
Online,5,0.1,127.17,174.2,243
Online,5,0.2,119.39,221.1,2
In-Store,4,0.05,93.8,234.5,8
In-Store,7,0.4,1355.75,1909.5,150
Online,6,0.15,878.64,1112.2,10
In-Store,8,0.075,497.41,857.6,122
In-Store,6,0.3,1409.81,2237.8,0
In-Store,4,0.1,1031.8,2345.0,92
In-Store,7,0.15,1377.12,3202.6,28
Wholesale,6,0.15,736.33,1051.9,2
In-Store,3,0.4,567.49,1031.8,0
In-Store,1,0.15,1721.63,3912.8,2
Online,5,0.2,862.89,1065.3,0
Distributor,5,0.05,3365.75,3959.7,184
In-Store,5,0.4,1708.43,3973.1,0
Distributor,2,0.15,428.8,1072.0,0
In-Store,5,0.075,1260.27,2800.6,3
Distributor,5,0.1,4713.05,6545.9,0
In-Store,6,0.1,1016.99,2365.1,0
In-Store,6,0.05,830.0,1092.1,10
In-Store,5,0.05,2416.56,3403.6,2
Online,3,0.075,120.47,194.3,3
In-Store,6,0.05,1826.09,2646.5,38
In-Store,3,0.2,709.26,1058.6,0
Distributor,1,0.05,1586.56,3966.4,0
In-Store,8,0.05,1911.85,2941.3,0
Online,7,0.1,675.36,1125.6,0
Online,7,0.15,1781.26,2827.4,0
In-Store,2,0.075,740.69,1105.5,8
Online,4,0.05,1809.0,4020.0,2
Distributor,8,0.1,1405.93,3269.6,3
Distributor,7,0.05,3882.11,5246.1,0
Wholesale,4,0.05,1611.55,2405.3,2
Online,2,0.05,2823.11,6137.2,1
Online,2,0.075,993.34,2365.1,10
In-Store,6,0.05,950.46,1159.1,4
Wholesale,7,0.05,450.24,1072.0,10
In-Store,3,0.1,1922.9,3845.8,10
Online,7,0.05,3069.94,3886.0,0
In-Store,5,0.2,528.5,777.2,1
Online,1,0.1,756.3,911.2,3
Distributor,8,0.05,3106.99,3932.9,10
Online,5,0.075,1437.02,2566.1,1
In-Store,6,0.075,2952.29,5788.8,0
In-Store,1,0.05,5023.06,6358.3,2
In-Store,1,0.075,711.94,924.6,8
Distributor,1,0.2,639.72,1031.8,0
Online,3,0.15,1730.61,3845.8,0
Online,7,0.05,669.33,904.5,6
Distributor,3,0.05,192.29,234.5,3
In-Store,5,0.15,1708.43,3973.1,122
In-Store,2,0.1,153.7,207.7,0
In-Store,2,0.1,783.9,1005.0,10
Online,3,0.15,187.94,221.1,0
Distributor,7,0.1,1656.58,3852.5,2
In-Store,4,0.05,160.8,268.0,0
In-Store,1,0.075,1398.96,3497.4,9
In-Store,8,0.4,2575.48,6438.7,0
In-Store,3,0.4,679.38,871.0,153
Online,6,0.3,1799.89,3912.8,303
In-Store,3,0.3,499.15,998.3,2
In-Store,3,0.05,4010.96,6170.7,0
Distributor,6,0.075,3079.92,3999.9,6
Wholesale,3,0.2,2405.97,3819.0,4
In-Store,1,0.1,3097.21,5433.7,0
Online,8,0.075,4026.63,6009.9,0
In-Store,5,0.2,3580.75,5775.4,0
In-Store,7,0.2,1912.85,3825.7,1
In-Store,8,0.075,3145.11,6418.6,1
Distributor,4,0.075,1379.53,2378.5,153
In-Store,5,0.075,2444.03,4006.6,181
Distributor,2,0.2,1538.86,2331.6,0
In-Store,2,0.075,4409.74,6210.9,0
Online,7,0.2,731.64,1045.2,7
Wholesale,8,0.1,1475.47,1916.2,7
In-Store,2,0.075,561.06,1058.6,0
Distributor,2,0.05,612.72,1038.5,5
In-Store,2,0.1,1152.4,2680.0,0
In-Store,7,0.075,2858.22,3618.0,2
Wholesale,1,0.4,736.2,1098.8,2
In-Store,3,0.1,2478.46,3872.6,1
Online,5,0.05,2110.5,2512.5,6
In-Store,3,0.1,3157.04,3946.3,7
Online,4,0.05,3452.04,5152.3,40
Online,7,0.075,151.96,241.2,2
In-Store,3,0.075,539.75,1018.4,0
In-Store,1,0.15,1027.78,1742.0,89
In-Store,5,0.05,3002.54,3899.4,28
In-Store,1,0.05,614.39,877.7,30
In-Store,4,0.15,778.41,1051.9,5
Online,5,0.075,1698.05,2572.8,89
Online,4,0.05,3314.49,3899.4,31
Online,2,0.075,1615.91,2606.3,90
Online,8,0.075,93.8,167.5,304
Online,5,0.075,1622.67,2351.7,0
Distributor,6,0.3,529.64,1038.5,1
In-Store,5,0.05,1264.96,1976.5,3
Online,5,0.1,795.16,1849.2,0
In-Store,1,0.2,462.84,1051.9,2
In-Store,2,0.05,2123.5,4006.6,245
Wholesale,1,0.1,1561.97,2740.3,0
In-Store,8,0.05,4923.96,6478.9,2
Wholesale,6,0.075,1908.96,2807.3,38
In-Store,5,0.075,2938.02,6251.1,0
Online,2,0.05,2381.85,3015.0,31
Online,1,0.075,1169.82,1949.7,9
Online,6,0.05,690.37,1078.7,0
In-Store,3,0.05,4165.59,5272.9,0
Online,4,0.075,2759.93,3999.9,0
Online,1,0.05,173.53,247.9,10
In-Store,5,0.2,3694.65,6056.8,5
Online,6,0.15,161.6,241.2,31
Online,3,0.075,202.61,241.2,9
In-Store,7,0.075,526.22,1031.8,3
Distributor,3,0.2,559.45,1118.9,3
In-Store,2,0.075,535.67,1306.5,0
In-Store,1,0.075,118.93,167.5,7
Wholesale,4,0.1,546.72,1072.0,69
In-Store,2,0.05,4487.73,5406.9,0
Distributor,2,0.05,1575.84,1969.8,8
Distributor,2,0.075,118.52,194.3,0
In-Store,8,0.075,3033.49,6190.8,8
Online,1,0.1,644.34,1092.1,7
Wholesale,7,0.1,2074.32,2881.0,3
Online,6,0.4,1297.92,2237.8,4
In-Store,3,0.075,543.57,891.1,38
In-Store,4,0.2,1757.28,2224.4,0
Online,1,0.3,1054.45,2452.2,0
Online,1,0.05,4026.63,5835.7,0
Online,3,0.075,933.98,1098.8,153
Online,8,0.05,628.73,911.2,0
In-Store,3,0.15,1401.98,1869.3,1
Wholesale,7,0.1,2379.04,3604.6,31
Online,2,0.1,477.58,884.4,61
Distributor,3,0.1,1885.38,2814.0,0
Online,8,0.1,1063.69,1688.4,59
In-Store,5,0.075,804.8,958.1,0
Online,8,0.2,1256.92,1795.6,4
Online,5,0.2,1131.03,2217.7,0
In-Store,1,0.075,3772.37,5467.2,9
In-Store,4,0.075,2405.97,3819.0,6
Distributor,6,0.15,627.25,1011.7,5
Distributor,3,0.075,682.33,1018.4,28
Wholesale,5,0.15,539.75,1018.4,0
In-Store,7,0.05,2592.36,3812.3,38
In-Store,5,0.2,1818.38,3953.0,0
Online,1,0.05,3241.46,3953.0,7
In-Store,3,0.2,1669.1,2318.2,31
Online,7,0.1,509.94,864.3,0
In-Store,7,0.05,851.24,1105.5,0
In-Store,2,0.075,856.39,1031.8,0
Distributor,4,0.3,1929.87,2539.3,91
Online,4,0.05,1187.24,2968.1,61
Wholesale,1,0.1,763.8,1018.4,0
Online,2,0.05,341.43,696.8,31
In-Store,4,0.05,1523.71,1835.8,0
Online,3,0.05,3314.49,3899.4,0
Wholesale,3,0.05,2176.56,2941.3,0
Online,3,0.2,4095.31,5534.2,6
Online,7,0.075,532.18,1132.3,9
In-Store,6,0.05,911.2,1822.4,0
In-Store,8,0.2,138.82,187.6,37
In-Store,6,0.05,857.06,1045.2,6
In-Store,2,0.3,1269.92,2351.7,1
Online,6,0.05,2778.83,3517.5,1
In-Store,1,0.1,4357.88,5380.1,0
Online,2,0.05,727.82,1025.1,0
Online,5,0.075,778.88,1038.5,2
Distributor,1,0.075,2604.29,4006.6,6
In-Store,3,0.15,3772.3,5313.1,0
Online,5,0.05,934.65,1246.2,0
In-Store,8,0.1,433.96,850.9,31
In-Store,1,0.05,2821.24,6411.9,0
In-Store,1,0.05,163.48,268.0,214
Distributor,1,0.05,1615.71,2485.7,0
In-Store,1,0.075,1372.29,1782.2,0
Wholesale,1,0.15,509.2,1273.0,0
In-Store,4,0.05,1698.05,3859.2,0
Distributor,6,0.075,4095.31,5534.2,9
Online,4,0.075,414.6,797.3,67
Online,4,0.4,1294.04,1748.7,7
Online,2,0.05,3135.6,3919.5,1
In-Store,1,0.05,142.71,201.0,0
Distributor,6,0.3,622.3,864.3,4
In-Store,1,0.075,814.72,1072.0,0
In-Store,2,0.075,645.75,817.4,0
Wholesale,4,0.1,2801.87,3946.3,0
Online,3,0.15,412.72,737.0,1
Distributor,6,0.05,1356.48,2559.4,122
In-Store,3,0.05,2921.74,6351.6,30
Wholesale,1,0.15,3719.17,5721.8,0
Online,2,0.15,4296.04,6137.2,6
Distributor,5,0.1,198.59,261.3,67
In-Store,8,0.075,2900.43,3919.5,123
In-Store,7,0.3,919.51,1259.6,10
In-Store,5,0.1,1532.96,2358.4,31
In-Store,4,0.05,1443.85,2887.7,9
Distributor,5,0.05,628.53,1065.3,0
Distributor,3,0.3,2503.46,5326.5,0
Online,8,0.05,1540.67,3423.7,0
In-Store,2,0.4,1823.27,3879.3,122
In-Store,3,0.3,3258.75,3926.2,214
In-Store,4,0.2,798.64,998.3,0
Online,8,0.05,523.2,917.9,212
Online,6,0.075,637.3,1098.8,0
In-Store,2,0.4,2515.72,3993.2,122
Distributor,5,0.05,1640.56,2485.7,61
In-Store,2,0.075,121.61,221.1,0
Online,2,0.05,1566.46,2237.8,0
Online,7,0.3,1391.59,2244.5,1
In-Store,8,0.15,449.57,737.0,68
Online,4,0.2,1279.37,2244.5,0
Online,8,0.05,2767.1,3953.0,3
Online,7,0.4,2251.2,4020.0,0
Wholesale,4,0.075,3911.26,6411.9,2
Distributor,1,0.1,1354.47,1782.2,6
In-Store,3,0.1,549.07,998.3,0
Online,8,0.05,568.16,710.2,89
In-Store,8,0.15,154.9,227.8,6
Distributor,1,0.15,724.4,1065.3,9
Online,6,0.1,120.06,214.4,0
Distributor,1,0.075,836.16,1286.4,0
In-Store,5,0.075,715.29,1051.9,4
Online,4,0.1,3849.22,5272.9,214
In-Store,8,0.1,835.09,1018.4,4
In-Store,6,0.4,2117.87,3651.5,120
Online,4,0.2,1759.22,2284.7,1
Online,2,0.05,3061.63,6378.4,0
In-Store,6,0.15,4661.12,6385.1,38
Wholesale,7,0.1,3900.2,5065.2,6
Wholesale,6,0.075,586.12,1085.4,5
Wholesale,1,0.075,1760.76,2445.5,123
In-Store,7,0.05,131.39,247.9,10
In-Store,7,0.05,825.44,1072.0,59
Distributor,4,0.075,1429.78,2599.6,153
In-Store,6,0.15,178.22,254.6,5
In-Store,2,0.075,3890.82,6378.4,2
Wholesale,2,0.075,164.62,261.3,4
In-Store,7,0.1,1969.8,2345.0,3
In-Store,4,0.05,670.0,1675.0,0
Distributor,3,0.05,1130.63,2512.5,1
In-Store,4,0.05,2905.39,3926.2,7
In-Store,8,0.075,4239.69,5366.7,0
Online,1,0.1,623.17,877.7,5
In-Store,6,0.075,539.89,1058.6,122
In-Store,6,0.075,493.12,1072.0,8
Wholesale,5,0.075,2543.32,3912.8,275
In-Store,1,0.1,107.07,227.8,3
Wholesale,2,0.075,558.11,1139.0,0
Distributor,6,0.05,98.49,201.0,7
In-Store,4,0.075,799.65,1038.5,0
Distributor,5,0.3,142.58,254.6,31
In-Store,6,0.1,518.71,1058.6,3
In-Store,5,0.1,198.32,247.9,0
Online,7,0.05,481.8,1025.1,245
In-Store,1,0.075,3700.54,5782.1,2
Wholesale,8,0.2,462.84,1051.9,0
Distributor,8,0.075,379.89,844.2,3
In-Store,2,0.1,2026.08,2412.0,0
Distributor,7,0.05,804.8,1031.8,8
Distributor,1,0.1,3410.37,5983.1,0
Distributor,7,0.05,697.87,830.8,0
Online,8,0.1,633.42,1092.1,214
In-Store,3,0.2,718.31,1011.7,8
In-Store,3,0.075,1186.1,1882.7,37
Wholesale,2,0.075,914.62,1252.9,0
Distributor,8,0.2,1435.14,1708.5,61
In-Store,1,0.1,954.75,1273.0,4
Online,2,0.15,1341.34,2438.8,8
In-Store,1,0.1,1745.28,3061.9,9
Distributor,6,0.15,1224.76,3061.9,0
In-Store,1,0.05,142.38,167.5,7
Online,6,0.15,3234.49,3993.2,2
In-Store,5,0.1,585.31,1125.6,1
Distributor,3,0.075,846.14,1159.1,1
Online,1,0.075,810.03,1038.5,7
Online,4,0.1,135.07,214.4,10
Online,7,0.15,804.4,1748.7,0
Online,1,0.05,1445.39,2834.1,0
Wholesale,7,0.075,953.21,2324.9,31
Wholesale,1,0.3,1470.72,1815.7,7
Online,3,0.1,99.43,187.6,0
In-Store,2,0.2,505.45,1232.8,91
Online,5,0.075,498.88,978.2,0
In-Store,4,0.05,914.55,1172.5,2
In-Store,1,0.15,442.2,1105.5,0
Online,5,0.075,1739.05,2760.4,7
Online,1,0.05,134.0,268.0,6
In-Store,7,0.1,984.5,1246.2,0
Online,1,0.05,1441.71,2720.2,30
Online,4,0.4,962.46,1132.3,0
Online,2,0.15,494.39,1051.9,0
In-Store,3,0.2,556.1,1112.2,1
In-Store,5,0.05,2953.36,3886.0,0
In-Store,2,0.1,1834.46,2479.0,181
Online,1,0.15,542.7,1085.4,5
In-Store,6,0.075,369.04,683.4,1
Wholesale,1,0.05,415.67,944.7,4
In-Store,4,0.075,648.02,1045.2,9
In-Store,7,0.2,626.58,1118.9,31
Online,3,0.1,782.56,1956.4,1
Online,8,0.4,434.16,1085.4,303
Distributor,1,0.1,934.25,1112.2,7
Distributor,3,0.05,146.26,247.9,0
In-Store,4,0.05,728.96,1139.0,0
In-Store,1,0.4,633.49,1038.5,30
Distributor,3,0.05,841.39,1078.7,1
